query_pdb	query_chain	hit_pdb	hit_chain	hit_cosine	hit_euclid
3MR7	A	2DY4	A	0.175910	87.823687
3MR7	A	3IC1	A	0.176244	36.180105
3MR7	A	4F1N	A	0.176429	83.258633
3MR7	A	4A97	G	0.177165	37.907783
3MR7	A	2BM0	A	0.177916	63.623895
3MR7	A	2WYI	B	0.178055	93.091353
3MR7	A	2WDA	A	0.178333	75.848533
3MR7	A	2X03	B	0.178919	73.979727
3MR7	A	2FGE	A	0.179032	108.696826
3MR7	A	3V9I	D	0.179160	50.378567
3MR7	A	4A97	J	0.179179	38.587563
3MR7	A	1MX0	E	0.179304	40.037482
3MR7	A	1MX0	B	0.179832	37.709415
3MR7	A	1MX0	C	0.180093	46.141088
3MR7	A	1MX0	D	0.180314	42.190046
3MR7	A	1I7Q	A	0.180346	52.144031
3MR7	A	4FN5	A	0.180520	68.804070
3MR7	A	4F1N	B	0.180748	80.318118
3MR7	A	3D2E	A	0.180905	87.309793
3MR7	A	1S5J	A	0.181600	86.145226
3MR7	A	3UJN	A	0.181818	125.183865
3MR7	A	1T3T	A	0.181939	127.644036
3MR7	A	1OJP	A	0.182206	73.443856
3MR7	A	3UGJ	A	0.182225	130.545011
3MR7	A	1CB8	A	0.182341	64.621978
3MR7	A	3D2E	C	0.182490	88.068155
3MR7	A	2RDO	7	0.182701	64.838260
3MR7	A	3UPU	B	0.182815	36.986484
3MR7	A	2J7K	A	0.182826	64.280635
3MR7	A	2HPT	A	0.182835	109.252002
3MR7	A	4A97	B	0.182873	39.204592
3MR7	A	2XUY	Y	0.182909	59.598658
3MR7	A	1I7Q	C	0.182982	52.258971
3MR7	A	2ZXG	A	0.183105	108.719823
3MR7	A	3UMM	A	0.183364	126.126920
3MR7	A	2UUU	A	0.183496	46.936127
3MR7	A	3AA7	A	0.183743	31.176915
3MR7	A	3A2F	A	0.183832	91.744210
3MR7	A	2WYH	B	0.184316	86.377080
3MR7	A	4EI3	A	0.184403	81.184974
3MR7	A	3Q43	A	0.184477	109.485159
3MR7	A	2UUV	C	0.184786	42.508823
3MR7	A	4AM3	A	0.184795	75.059976
3MR7	A	3B37	A	0.184888	104.096109
3MR7	A	2UUV	A	0.184925	50.537115
3MR7	A	3EI0	A	0.184979	49.578221
3MR7	A	3EI0	C	0.184979	49.578221
3MR7	A	4A97	I	0.185223	39.812058
3MR7	A	3J18	Y	0.185359	60.860496
3MR7	A	2WRI	Y	0.185359	60.860496
3MR7	A	3EI0	E	0.185445	49.457052
3MR7	A	2OM7	L	0.185678	64.861391
3MR7	A	1I1Q	A	0.185775	50.911688
3MR7	A	2XSY	Y	0.185817	60.398675
3MR7	A	3TLV	E	0.185842	46.270941
3MR7	A	3T8V	A	0.185852	110.195281
3MR7	A	2P5O	D	0.185895	61.497967
3MR7	A	4EI1	A	0.185992	79.849859
3MR7	A	3ZZU	B	0.186060	64.218377
3MR7	A	1RWF	A	0.186084	90.586975
3MR7	A	4A97	E	0.186090	39.837169
3MR7	A	3EI0	D	0.186179	49.477268
3MR7	A	4E1J	A	0.186255	44.000000
3MR7	A	2DY1	A	0.186271	67.007462
3MR7	A	2D0P	A	0.186549	55.443665
3MR7	A	2UUV	B	0.186625	48.332184
3MR7	A	2X03	A	0.186633	83.707825
3MR7	A	2WYH	A	0.186757	86.104588
3MR7	A	3N05	A	0.186786	64.652920
3MR7	A	1RWH	A	0.186787	88.198639
3MR7	A	1RWA	A	0.186907	90.365923
3MR7	A	3EI0	B	0.186912	49.497475
3MR7	A	4A97	H	0.186913	40.360872
3MR7	A	1RWG	A	0.187014	90.498619
3MR7	A	3EBH	A	0.187083	109.890855
3MR7	A	1I7S	C	0.187150	53.282267
3MR7	A	3TLV	B	0.187173	47.085029
3MR7	A	1OJM	A	0.187233	76.491830
3MR7	A	1HMU	A	0.187343	64.606501
query_pdb	query_chain	hit_pdb	hit_chain	hit_cosine	hit_euclid
3MSE	B	3MSE	B	0.000000	0.000000
3MSE	B	3SJQ	B	0.063732	12.165525
3MSE	B	3SIB	A	0.076560	14.832397
3MSE	B	2Y5I	A	0.076995	14.212670
3MSE	B	2Y5I	C	0.080063	13.856406
3MSE	B	3CS1	A	0.081451	19.078784
3MSE	B	3KO0	C	0.081929	17.435596
3MSE	B	3SJQ	A	0.082836	13.490738
3MSE	B	3L19	B	0.083153	14.000000
3MSE	B	3AKB	A	0.083178	15.198684
3MSE	B	3KO0	T	0.086533	16.792856
3MSE	B	4EHQ	A	0.086966	13.674794
3MSE	B	2Y5I	B	0.088227	15.264338
3MSE	B	3D0Y	B	0.089764	17.888544
3MSE	B	2BE6	A	0.090859	13.964240
3MSE	B	2F8P	A	0.091084	21.071308
3MSE	B	3L9I	C	0.091156	14.282857
3MSE	B	3KHE	B	0.091424	14.594520
3MSE	B	3KO0	N	0.092518	18.303005
3MSE	B	1SL7	A	0.094468	16.643317
3MSE	B	3KO0	R	0.094800	18.165902
3MSE	B	3BXL	A	0.096515	14.387495
3MSE	B	2Y5I	F	0.097541	14.696938
3MSE	B	3O4Y	A	0.097789	14.628739
3MSE	B	3D10	A	0.098630	17.262677
3MSE	B	3HCM	B	0.099136	16.248077
3MSE	B	3IGO	A	0.100917	32.155870
3MSE	B	3O1Q	A	0.101124	26.229754
3MSE	B	2ZFD	A	0.102083	17.492856
3MSE	B	3LK0	C	0.102219	16.431677
3MSE	B	2I7A	A	0.102603	14.798649
3MSE	B	3KO0	B	0.102838	18.055470
3MSE	B	4ETO	A	0.103188	16.643317
3MSE	B	4G27	R	0.103306	15.099669
3MSE	B	3O1Q	B	0.104003	28.687977
3MSE	B	3LK0	A	0.104825	16.552945
3MSE	B	2EHB	A	0.105164	17.888544
3MSE	B	1G8I	B	0.105428	18.384776
3MSE	B	1S6C	A	0.105617	17.860571
3MSE	B	1G8I	A	0.106285	17.435596
3MSE	B	2BE6	B	0.107253	15.132746
3MSE	B	4G28	R	0.107412	15.491933
3MSE	B	3IQO	A	0.107584	18.357560
3MSE	B	2KN2	A	0.107713	17.435596
3MSE	B	1JF2	A	0.107824	21.400935
3MSE	B	3HUG	S	0.107928	17.888544
3MSE	B	3L19	A	0.108048	19.646883
3MSE	B	3SJS	A	0.108096	21.931712
3MSE	B	2FBQ	A	0.108259	30.708305
3MSE	B	3KPX	A	0.108271	21.377558
3MSE	B	3O1Q	C	0.108342	29.849623
3MSE	B	4CLN	A	0.108716	21.260292
3MSE	B	1Y1X	A	0.109042	18.439089
3MSE	B	3HUG	I	0.109126	17.204651
3MSE	B	2ZN9	B	0.109159	21.400935
3MSE	B	3G43	A	0.109285	18.193405
3MSE	B	1TCF	A	0.109433	24.083189
3MSE	B	1TN4	A	0.109755	23.937418
3MSE	B	3OX5	F	0.109780	15.588457
3MSE	B	3ZQI	B	0.109858	24.103942
3MSE	B	3OX6	C	0.109878	15.297059
3MSE	B	1BJF	A	0.109880	17.000000
3MSE	B	2R28	B	0.110146	19.544820
3MSE	B	1YTZ	C	0.110186	22.203603
3MSE	B	2SCP	B	0.110258	16.552945
3MSE	B	1AVS	B	0.110331	18.110770
3MSE	B	2W49	3	0.110536	22.338308
3MSE	B	2W49	6	0.110536	22.338308
3MSE	B	2W4U	0	0.110536	22.338308
3MSE	B	2W4U	3	0.110536	22.338308
3MSE	B	2W4U	6	0.110536	22.338308
3MSE	B	2W4U	9	0.110536	22.338308
3MSE	B	2W49	9	0.110536	22.338308
3MSE	B	2W49	0	0.110536	22.338308
3MSE	B	1BJF	B	0.110543	16.763055
3MSE	B	2Q91	B	0.110617	16.401219
3MSE	B	2QXS	A	0.110655	31.984371
3MSE	B	4ETO	B	0.110694	17.117243
3MSE	B	2Y4Q	A	0.110716	18.138357
3MSE	B	1JF0	A	0.110745	22.045408
3MSE	B	2GGZ	B	0.110789	16.155494
3MSE	B	1V1F	A	0.110944	18.110770
3MSE	B	3IF7	A	0.111168	15.427249
3MSE	B	1Y1X	B	0.111189	18.920888
3MSE	B	3MVP	A	0.111230	29.580399
3MSE	B	3FRQ	B	0.111306	21.000000
3MSE	B	1RFJ	A	0.111399	22.090722
3MSE	B	1MXE	A	0.111485	16.062378
3MSE	B	3UGO	A	0.111532	21.817424
3MSE	B	3P9T	B	0.111803	25.826343
3MSE	B	3R60	A	0.112019	15.716234
3MSE	B	1UP5	B	0.112260	21.610183
3MSE	B	2ZN9	A	0.112268	21.330729
3MSE	B	1Y2B	B	0.112309	45.199558
3MSE	B	3ZUZ	A	0.112364	35.171011
3MSE	B	1OSA	A	0.112406	20.639767
3MSE	B	3KO0	Q	0.112627	20.074860
3MSE	B	2TN4	A	0.112781	23.600847
3MSE	B	2YGG	B	0.112783	20.880613
3MSE	B	3KO0	A	0.112844	16.248077
query_pdb	query_chain	hit_pdb	hit_chain	hit_cosine	hit_euclid
3MT1	A	3MT1	A	-0.000000	0.000000
3MT1	A	3MT1	B	0.065041	10.344080
3MT1	A	3N29	A	0.269595	24.535688
3MT1	A	3N29	B	0.280120	25.258662
3MT1	A	2PAN	D	0.295057	35.749126
3MT1	A	2PAN	B	0.295628	35.805028
3MT1	A	2PAN	C	0.296731	35.832946
3MT1	A	2PAN	E	0.297141	35.832946
3MT1	A	2PAN	A	0.297710	35.888717
3MT1	A	2PAN	F	0.298621	35.777088
3MT1	A	2OBC	A	0.306836	23.043437
3MT1	A	3IUP	B	0.313350	23.958297
3MT1	A	2G6V	B	0.317857	23.108440
3MT1	A	2VGN	A	0.322586	25.357445
3MT1	A	3ORR	B	0.323621	24.677925
3MT1	A	3M6X	A	0.324925	28.653098
3MT1	A	2G6V	A	0.326086	23.790755
3MT1	A	2YXX	A	0.326158	25.787594
3MT1	A	3ORQ	B	0.328140	24.698178
3MT1	A	4HN8	A	0.328940	29.171904
3MT1	A	3ICR	B	0.329485	33.151169
3MT1	A	4G65	A	0.330389	30.610456
3MT1	A	2O7P	A	0.330473	23.811762
3MT1	A	3TR5	A	0.331369	36.441734
3MT1	A	3TR5	D	0.331804	36.359318
3MT1	A	3ABZ	B	0.332119	50.754310
3MT1	A	2ID0	B	0.332251	49.558047
3MT1	A	3ORQ	A	0.333232	25.219040
3MT1	A	3TR5	B	0.333368	36.386811
3MT1	A	3IUS	B	0.333871	22.293497
3MT1	A	2OAQ	1	0.334536	34.770677
3MT1	A	2P0L	A	0.334790	24.351591
3MT1	A	3ICS	B	0.334872	33.241540
3MT1	A	2Q1F	B	0.335292	62.225397
3MT1	A	4F7D	B	0.335320	22.000000
3MT1	A	3UKF	B	0.335498	32.015621
3MT1	A	2Q1F	A	0.335509	62.305698
3MT1	A	2OAP	1	0.335784	34.684290
3MT1	A	2VGN	B	0.336496	25.980762
3MT1	A	4G9I	A	0.337276	53.777319
3MT1	A	3ICT	A	0.337513	33.241540
3MT1	A	3EWM	A	0.337616	25.357445
3MT1	A	3ABZ	D	0.337819	51.759057
3MT1	A	4G9I	B	0.338228	53.235327
3MT1	A	4FB5	A	0.338368	27.440845
3MT1	A	3GBU	D	0.338927	25.119713
3MT1	A	3TR1	A	0.339549	31.000000
3MT1	A	4F7D	A	0.339618	22.158520
3MT1	A	3R23	A	0.340068	24.779023
3MT1	A	3UKF	A	0.340157	32.264532
3MT1	A	2OBC	B	0.340216	24.145393
3MT1	A	3TR5	C	0.340697	36.221541
3MT1	A	2W4Q	A	0.341852	24.758837
3MT1	A	3UKF	E	0.342211	32.326460
3MT1	A	3KL3	A	0.342377	27.000000
3MT1	A	3VQT	D	0.342660	38.026307
3MT1	A	1RCQ	A	0.342782	24.738634
3MT1	A	3UKF	C	0.343188	32.449961
3MT1	A	3KL3	D	0.343408	26.000000
3MT1	A	3NZR	C	0.343676	22.158520
3MT1	A	3U4F	A	0.344045	27.239677
3MT1	A	3UKF	G	0.344083	32.449961
3MT1	A	3UKF	F	0.344175	32.419130
3MT1	A	3UKF	D	0.344180	32.264532
3MT1	A	2GAG	A	0.344749	67.089492
3MT1	A	4G65	B	0.344810	30.215890
3MT1	A	4HN8	H	0.345216	31.096624
3MT1	A	1Q7E	A	0.345232	28.195744
3MT1	A	2CW8	A	0.345290	36.414283
3MT1	A	2AJR	A	0.345797	27.712813
3MT1	A	2OAP	2	0.346195	38.948684
3MT1	A	3NZR	B	0.346207	22.405357
3MT1	A	3ORR	A	0.346226	25.592968
3MT1	A	4HN8	F	0.346482	29.034462
3MT1	A	2ZZM	A	0.346560	23.895606
3MT1	A	3UKF	H	0.346845	32.572995
3MT1	A	3VQT	B	0.346965	39.115214
3MT1	A	3ICT	B	0.347074	33.421550
3MT1	A	3C8H	C	0.347081	25.922963
3MT1	A	2O1S	D	0.347096	36.674242
3MT1	A	1E5X	B	0.347134	33.867388
3MT1	A	3UKA	A	0.347231	32.372828
3MT1	A	4FK8	B	0.347299	22.383029
3MT1	A	3U3X	A	0.348322	27.129320
3MT1	A	3RP7	A	0.348380	30.983867
3MT1	A	2O1S	B	0.348516	36.262929
3MT1	A	3NAF	A	0.348578	43.954522
3MT1	A	3IH0	B	0.348626	25.632011
3MT1	A	4G9I	F	0.348726	55.299186
3MT1	A	3ICR	A	0.348779	32.741411
3MT1	A	2ODO	B	0.348827	25.219040
3MT1	A	3UKA	C	0.348940	32.093613
3MT1	A	2AJR	B	0.349023	27.239677
3MT1	A	1YMF	A	0.349068	30.265492
3MT1	A	4D9G	A	0.349074	29.512709
3MT1	A	4G9I	D	0.349112	55.253959
3MT1	A	2OAQ	2	0.349137	38.639358
3MT1	A	3ZVO	Y	0.349174	35.156792
3MT1	A	1E4G	T	0.349330	30.838288
3MT1	A	3ICS	A	0.349622	32.893768
query_pdb	query_chain	hit_pdb	hit_chain	hit_cosine	hit_euclid
3MWB	A	3MWB	A	0.000000	0.000000
3MWB	A	3MWB	B	0.130834	14.696938
3MWB	A	1VG9	G	0.208434	31.575307
3MWB	A	1VG9	C	0.214334	32.078030
3MWB	A	1VG0	A	0.219530	31.304952
3MWB	A	1VG9	E	0.219774	32.572995
3MWB	A	1AOV	A	0.219839	47.000000
3MWB	A	1VG9	A	0.220346	32.341923
3MWB	A	3AC0	C	0.221957	59.110067
3MWB	A	2QTZ	A	0.223585	33.090784
3MWB	A	3AC0	A	0.225233	59.514704
3MWB	A	2D3I	A	0.226124	46.465041
3MWB	A	1OVT	A	0.226641	46.808119
3MWB	A	3AC0	B	0.226902	58.617404
3MWB	A	3AC0	D	0.227613	58.463664
3MWB	A	1AIV	A	0.228396	40.187063
3MWB	A	1DOT	A	0.230148	45.814845
3MWB	A	3OML	A	0.231977	43.185646
3MWB	A	3IRM	B	0.232258	32.310989
3MWB	A	2V4O	A	0.233034	19.416488
3MWB	A	3Q2O	A	0.233826	27.239677
3MWB	A	2VZ8	B	0.234093	196.303337
3MWB	A	1LTX	R	0.234280	33.926391
3MWB	A	3IRO	B	0.235405	31.717503
3MWB	A	1N04	A	0.235765	46.925473
3MWB	A	3R74	A	0.235819	46.647615
3MWB	A	1H76	A	0.235852	46.043458
3MWB	A	1RYX	A	0.236069	42.178193
3MWB	A	3R76	A	0.236225	47.958315
3MWB	A	1GND	A	0.236368	28.301943
3MWB	A	3QYT	A	0.236562	46.411206
3MWB	A	2VZ9	A	0.237252	209.141101
3MWB	A	3IRN	A	0.237333	32.908965
3MWB	A	3V83	D	0.237508	46.604721
3MWB	A	3GLB	D	0.237739	19.442222
3MWB	A	2VZ8	A	0.237867	190.538710
3MWB	A	3CLB	D	0.238217	31.272992
3MWB	A	2V4O	B	0.238267	19.570386
3MWB	A	3MC2	A	0.238441	44.810713
3MWB	A	1CB6	A	0.238450	48.145612
3MWB	A	1I6B	A	0.238633	45.803930
3MWB	A	1D5T	A	0.238857	29.154759
3MWB	A	3O3U	N	0.238883	44.418465
3MWB	A	3MC2	B	0.238923	44.181444
3MWB	A	2R4E	B	0.239073	39.281039
3MWB	A	2R4J	B	0.239288	36.262929
3MWB	A	2QTL	A	0.239496	32.357379
3MWB	A	1IIT	A	0.239531	19.748418
3MWB	A	3OSQ	A	0.239831	48.559242
3MWB	A	3KN3	B	0.239905	20.952327
3MWB	A	3V83	C	0.239976	46.206060
3MWB	A	2R45	A	0.240227	38.626416
3MWB	A	3IRO	D	0.240318	31.968735
3MWB	A	2R45	B	0.240470	37.762415
3MWB	A	2VZ9	B	0.240645	212.816823
3MWB	A	3HBB	A	0.240665	32.109189
3MWB	A	3IRM	C	0.240841	32.449961
3MWB	A	3IRM	D	0.240854	31.591138
3MWB	A	2RDO	7	0.240911	61.554854
3MWB	A	2QCU	B	0.241034	39.140772
3MWB	A	2R46	A	0.241065	37.363083
3MWB	A	3INV	B	0.241170	31.336879
3MWB	A	1II5	A	0.241224	19.798990
3MWB	A	3R76	B	0.241402	49.203658
3MWB	A	3OSR	A	0.241435	47.318073
3MWB	A	3QFF	A	0.241523	27.349589
3MWB	A	3UJN	A	0.241535	120.962804
3MWB	A	1KTV	A	0.241597	55.937465
3MWB	A	2R4E	A	0.241703	39.408121
3MWB	A	3IRO	A	0.241953	32.664966
3MWB	A	2R4J	A	0.242027	35.860842
3MWB	A	3KJS	B	0.242193	31.432467
3MWB	A	2H2Q	A	0.242463	32.388269
3MWB	A	3QFS	A	0.242622	31.048349
3MWB	A	1T3T	A	0.242978	123.450395
3MWB	A	3UMM	A	0.243043	121.913904
3MWB	A	3VE1	B	0.243106	46.454279
3MWB	A	2J7K	A	0.243127	61.098281
3MWB	A	3Q2O	B	0.243252	27.495454
3MWB	A	3R74	B	0.243267	46.636895
3MWB	A	3UGJ	A	0.243393	126.336851
3MWB	A	3IRN	B	0.243482	33.030289
3MWB	A	3OJX	A	0.243514	53.291650
3MWB	A	3IRN	D	0.243678	32.000000
3MWB	A	3IRN	C	0.243814	32.264532
3MWB	A	3QFC	B	0.243873	49.879856
3MWB	A	3VE1	D	0.243939	46.593991
3MWB	A	2QMX	B	0.243944	19.899749
3MWB	A	2QMX	A	0.243968	20.223748
3MWB	A	1KTV	B	0.244076	55.253959
3MWB	A	1JA1	A	0.244275	50.842895
3MWB	A	3J25	A	0.244352	55.290144
3MWB	A	3IRM	A	0.244361	32.787193
3MWB	A	2R46	B	0.244424	37.175261
3MWB	A	1ELO	A	0.244718	55.253959
3MWB	A	3QFF	B	0.244719	27.459060
3MWB	A	3QFC	A	0.244725	50.358713
3MWB	A	2QMW	A	0.244764	19.595918
3MWB	A	2BJJ	X	0.245076	48.538644
3MWB	A	3QFT	A	0.245220	31.112698
query_pdb	query_chain	hit_pdb	hit_chain	hit_cosine	hit_euclid
3MWT	A	3MWT	A	-0.000000	0.000000
3MWT	A	3MX2	A	0.003527	7.681146
3MWT	A	3MX5	C	0.005804	9.110434
3MWT	A	3MWP	A	0.005844	9.380832
3MWT	A	3MWP	B	0.005862	9.380832
3MWT	A	3MX2	C	0.005887	9.273618
3MWT	A	3R3L	A	0.005935	9.273618
3MWT	A	3MX2	B	0.006411	9.695360
3MWT	A	3MWT	B	0.006413	9.848858
3MWT	A	3MX5	A	0.006489	9.746794
3MWT	A	3MX5	B	0.006866	9.899495
3MWT	A	3MWP	C	0.006980	10.049876
3MWT	A	3R3L	B	0.007902	10.630146
3MWT	A	3R3L	C	0.008865	11.269428
3MWT	A	3MWT	C	0.009329	11.532563
3MWT	A	3T5Q	K	0.026813	26.702060
3MWT	A	3T5Q	A	0.027042	27.258026
3MWT	A	3T5Q	E	0.027270	26.683328
3MWT	A	3T5Q	B	0.027926	26.795522
3MWT	A	3T5Q	G	0.028100	25.019992
3MWT	A	3T5Q	I	0.028423	25.632011
3MWT	A	3T5N	A	0.031464	33.045423
3MWT	A	3U44	A	0.033071	154.980644
3MWT	A	3U4Q	A	0.033108	156.725875
3MWT	A	3KDP	A	0.033111	113.291659
3MWT	A	3KDP	C	0.033629	111.727347
3MWT	A	3U4Q	B	0.034060	157.515079
3MWT	A	1QLN	A	0.034370	98.259860
3MWT	A	3A3Y	A	0.034393	110.702303
3MWT	A	3K70	E	0.034610	134.357731
3MWT	A	3K70	B	0.034644	134.357731
3MWT	A	1W36	F	0.034744	130.468387
3MWT	A	1WPG	C	0.034882	117.392504
3MWT	A	1WPG	B	0.034977	117.401022
3MWT	A	1CEZ	A	0.035066	99.171569
3MWT	A	2ZBG	A	0.035135	117.034183
3MWT	A	1W36	E	0.035212	133.809566
3MWT	A	1WPG	D	0.035242	117.443603
3MWT	A	3U44	B	0.035270	158.801763
3MWT	A	3N5K	A	0.035446	119.318900
3MWT	A	1WPG	A	0.035462	117.494681
3MWT	A	2ZBE	A	0.035493	101.464279
3MWT	A	3PSI	A	0.035511	89.554453
3MWT	A	2ZBE	B	0.035530	99.874922
3MWT	A	1W36	B	0.035559	134.911082
3MWT	A	1QVR	C	0.035609	97.334475
3MWT	A	2PI5	A	0.035611	100.164864
3MWT	A	2ZBF	A	0.035782	116.846053
3MWT	A	2PI4	A	0.035843	93.824304
3MWT	A	3B8E	C	0.036335	98.959588
3MWT	A	2AGV	A	0.036393	119.620232
3MWT	A	3FPS	A	0.036424	116.150764
3MWT	A	2AGV	B	0.036466	119.645309
3MWT	A	3J04	A	0.036481	102.176318
3MWT	A	2PO4	A	0.036492	176.496459
3MWT	A	1ARO	P	0.036576	81.160335
3MWT	A	1QVR	B	0.036579	102.137163
3MWT	A	3DBR	C	0.036614	30.577770
3MWT	A	2XGJ	B	0.036644	89.106678
3MWT	A	4F5X	W	0.036738	95.393920
3MWT	A	3AR9	A	0.036759	115.338632
3MWT	A	3J04	D	0.036809	108.397417
3MWT	A	3AR8	A	0.036840	109.284034
3MWT	A	4AKG	B	0.036870	583.109767
3MWT	A	1W36	C	0.036884	130.736376
3MWT	A	4AKH	A	0.036906	584.389425
3MWT	A	4AKG	A	0.036953	578.550776
3MWT	A	3B8E	A	0.037071	98.797773
3MWT	A	4AKH	B	0.037111	587.874987
3MWT	A	1QVR	A	0.037201	101.518471
3MWT	A	2W4G	M	0.037212	78.249601
3MWT	A	3FGO	B	0.037241	124.132993
3MWT	A	4AI6	B	0.037245	590.214368
3MWT	A	2C8K	A	0.037259	118.857057
3MWT	A	4AU6	B	0.037292	136.154324
3MWT	A	4AU6	A	0.037292	136.154324
3MWT	A	4AU6	C	0.037292	136.154324
3MWT	A	4AU6	D	0.037292	136.154324
3MWT	A	4AU6	E	0.037292	136.154324
3MWT	A	2R7O	A	0.037292	136.154324
3MWT	A	2C8L	A	0.037330	118.857057
3MWT	A	2R7S	A	0.037342	136.499084
3MWT	A	4AKI	B	0.037344	580.218062
3MWT	A	2ZXE	A	0.037368	120.087468
3MWT	A	2YFY	A	0.037404	124.092707
3MWT	A	3FGO	A	0.037432	125.853089
3MWT	A	3FPB	A	0.037453	117.766719
3MWT	A	2EAR	A	0.037482	102.581675
3MWT	A	3NAN	A	0.037544	119.653667
3MWT	A	3K70	C	0.037596	133.454112
3MWT	A	3AR3	A	0.037627	121.889294
3MWT	A	3N5K	B	0.037636	124.100766
3MWT	A	3K70	F	0.037716	133.484081
3MWT	A	4AI6	A	0.037719	585.299069
3MWT	A	2W4A	M	0.037735	83.719771
3MWT	A	3NAL	A	0.037741	124.173266
3MWT	A	2XGJ	A	0.037750	97.708751
3MWT	A	2EAU	A	0.037811	119.854078
3MWT	A	4A4Z	A	0.037822	77.285186
3MWT	A	2C9M	B	0.037875	118.730788
query_pdb	query_chain	hit_pdb	hit_chain	hit_cosine	hit_euclid
3MWX	A	3MWX	A	-0.000000	0.000000
3MWX	A	3MWX	B	0.102354	13.638182
3MWX	A	3OS7	C	0.184053	19.493589
3MWX	A	3OS7	A	0.202032	20.832667
3MWX	A	3OS7	D	0.217482	21.517435
3MWX	A	3OS7	B	0.223382	22.022716
3MWX	A	1OLZ	A	0.225128	36.905284
3MWX	A	3NVQ	E	0.229234	37.054015
3MWX	A	3V4P	C	0.230357	42.871902
3MWX	A	3PQU	B	0.230799	37.509999
3MWX	A	2IQA	L	0.232645	19.773720
3MWX	A	3ZXK	B	0.232775	34.612137
3MWX	A	3OKM	A	0.232851	19.723083
3MWX	A	3NVQ	A	0.232956	37.269290
3MWX	A	3IJE	A	0.233002	86.249638
3MWX	A	3DCD	A	0.233089	20.591260
3MWX	A	3DCD	B	0.233352	20.518285
3MWX	A	4FPJ	A	0.233988	42.988371
3MWX	A	4FOW	A	0.234782	43.231933
3MWX	A	1SO0	D	0.234990	21.794495
3MWX	A	4FPC	A	0.235924	43.783559
3MWX	A	3V4P	A	0.235988	43.829214
3MWX	A	1U8C	A	0.236213	86.936759
3MWX	A	1YGA	B	0.236519	21.047565
3MWX	A	2VW1	A	0.236572	43.439613
3MWX	A	3SX1	B	0.236698	42.883563
3MWX	A	4A7K	A	0.236704	62.817195
3MWX	A	3ZXL	B	0.236729	35.156792
3MWX	A	4FP3	A	0.236743	43.611925
3MWX	A	2JKB	A	0.237091	42.473521
3MWX	A	1YGA	A	0.237378	21.142375
3MWX	A	1SO0	B	0.237820	21.794495
3MWX	A	2H1P	L	0.238007	20.000000
3MWX	A	3K25	A	0.238068	21.213203
3MWX	A	2R0W	L	0.238308	20.024984
3MWX	A	4FP2	A	0.238447	43.772137
3MWX	A	4G55	A	0.238639	24.677925
3MWX	A	2AI0	M	0.238873	20.074860
3MWX	A	3OKY	A	0.239064	37.229021
3MWX	A	4FPY	A	0.239106	43.543082
3MWX	A	4FPO	B	0.239129	44.542115
3MWX	A	3UYR	L	0.239298	19.974984
3MWX	A	1L5G	A	0.239421	85.871998
3MWX	A	3V4U	L	0.239504	19.974984
3MWX	A	3SX1	A	0.239558	42.035699
3MWX	A	4FOY	A	0.239976	42.614552
3MWX	A	4A7Z	A	0.240002	62.313722
3MWX	A	4A7Y	A	0.240223	63.079315
3MWX	A	2HMI	C	0.240323	20.174241
3MWX	A	1SO0	C	0.240354	22.158520
3MWX	A	3V52	L	0.240480	20.024984
3MWX	A	2VW2	A	0.240587	43.485630
3MWX	A	3IFO	L	0.240810	20.149442
3MWX	A	2HKH	L	0.241167	20.099751
3MWX	A	4FPL	A	0.241269	42.953463
3MWX	A	3IF1	C	0.241538	20.099751
3MWX	A	4FPH	A	0.241576	43.485630
3MWX	A	4FOV	A	0.241908	44.022721
3MWX	A	3IFO	B	0.241928	20.174241
3MWX	A	4FQ4	A	0.242032	42.965102
3MWX	A	3PQU	A	0.242068	41.412558
3MWX	A	1YNL	L	0.242199	20.199010
3MWX	A	2V7H	L	0.242340	20.174241
3MWX	A	1EHL	L	0.242341	20.199010
3MWX	A	3ZXK	A	0.242408	35.383612
3MWX	A	2XHN	B	0.242609	30.675723
3MWX	A	2VW0	A	0.242777	45.011110
3MWX	A	3CMO	X	0.242790	20.099751
3MWX	A	2DDQ	L	0.242873	20.174241
3MWX	A	1AIF	A	0.242998	20.099751
3MWX	A	2DQU	L	0.243004	20.248457
3MWX	A	2BIX	B	0.243166	29.154759
3MWX	A	1Q9K	A	0.243172	20.199010
3MWX	A	3IFP	D	0.243179	20.223748
3MWX	A	4FPF	A	0.243259	43.566042
3MWX	A	4FPE	A	0.243293	43.531598
3MWX	A	4FPK	A	0.243491	43.439613
3MWX	A	1J5O	L	0.243540	20.322401
3MWX	A	2HTB	C	0.243598	20.736441
3MWX	A	3ZXJ	B	0.243789	34.322005
3MWX	A	3EYS	L	0.243869	20.223748
3MWX	A	3CFB	A	0.243951	20.420578
3MWX	A	1NTL	A	0.243986	42.731721
3MWX	A	1M1X	A	0.244129	86.614087
3MWX	A	3QJF	C	0.244139	20.049938
3MWX	A	3CK0	L	0.244269	20.223748
3MWX	A	1SNZ	B	0.244297	22.472205
3MWX	A	1KEG	L	0.244342	20.174241
3MWX	A	3IFP	F	0.244430	20.273135
3MWX	A	2D03	L	0.244454	20.199010
3MWX	A	1T2Q	L	0.244454	20.199010
3MWX	A	3QG6	L	0.244572	20.273135
3MWX	A	3SXX	E	0.244753	42.438190
