query_pdb	query_chain	hit_pdb	hit_chain	hit_cosine	hit_euclid
3DPE	A	4A7B	B	0.065468	7.681146
3DPE	A	1D8F	A	0.065554	7.874008
3DPE	A	1ZVX	A	0.066646	7.745967
3DPE	A	1MNC	A	0.067529	7.937254
3DPE	A	3LJZ	C	0.067547	7.810250
3DPE	A	3KRY	D	0.067585	7.745967
3DPE	A	2YIG	B	0.067688	7.810250
3DPE	A	456C	A	0.067958	7.810250
3DPE	A	1C3I	B	0.068307	8.000000
3DPE	A	3KEC	A	0.069161	8.124038
3DPE	A	3KEK	B	0.069352	7.810250
3DPE	A	1D8M	B	0.069604	8.124038
3DPE	A	830C	B	0.069613	7.937254
3DPE	A	3KEJ	A	0.070321	8.000000
3DPE	A	3KEK	A	0.070558	8.185353
3DPE	A	1CGL	A	0.070575	7.937254
3DPE	A	1QIC	C	0.070658	8.124038
3DPE	A	3O2X	B	0.071336	8.062258
3DPE	A	2D1N	A	0.071501	7.937254
3DPE	A	1GKC	B	0.072038	8.185353
3DPE	A	1QIA	A	0.072128	8.062258
3DPE	A	4A7B	A	0.072348	8.124038
3DPE	A	1ZP5	A	0.072446	8.366600
3DPE	A	2D1O	A	0.073162	8.124038
3DPE	A	3KRY	B	0.073185	8.062258
3DPE	A	2D1N	B	0.073510	8.062258
3DPE	A	1XUC	A	0.073633	8.366600
3DPE	A	1D8M	A	0.073742	8.124038
3DPE	A	3KRY	C	0.073794	8.062258
3DPE	A	3LJZ	D	0.074348	8.185353
3DPE	A	2WO8	D	0.074399	8.306624
3DPE	A	1GKD	A	0.074888	8.246211
3DPE	A	2OVX	A	0.074888	8.246211
3DPE	A	3AYU	A	0.075196	8.185353
3DPE	A	3I7G	B	0.075296	8.124038
3DPE	A	1C8T	B	0.075582	8.366600
3DPE	A	1G05	B	0.075711	8.426150
3DPE	A	3ELM	B	0.075903	8.306624
3DPE	A	1ROS	B	0.075979	8.246211
3DPE	A	1BIW	B	0.075980	8.366600
3DPE	A	2OW2	B	0.076174	8.366600
3DPE	A	2OVX	B	0.076255	8.246211
3DPE	A	1BQO	B	0.076398	8.602325
3DPE	A	2OW9	A	0.076734	8.366600
3DPE	A	2YIG	A	0.076756	8.246211
3DPE	A	3N2V	A	0.076766	8.426150
3DPE	A	2WOA	D	0.076766	8.426150
3DPE	A	2OXU	A	0.076877	8.306624
3DPE	A	2OXZ	A	0.076968	8.426150
3DPE	A	1BIW	A	0.077327	8.485281
3DPE	A	1QIC	D	0.077327	8.485281
3DPE	A	2WOA	C	0.077327	8.485281
3DPE	A	3LJZ	B	0.077360	8.426150
3DPE	A	1D5J	B	0.077399	8.602325
3DPE	A	1B8Y	A	0.077539	8.485281
3DPE	A	3KEC	B	0.077747	8.485281
3DPE	A	2OZR	H	0.077750	8.246211
3DPE	A	2OZR	G	0.077830	8.306624
3DPE	A	1QIA	D	0.078063	8.306624
3DPE	A	1HY7	A	0.078078	8.544004
query_pdb	query_chain	hit_pdb	hit_chain	hit_cosine	hit_euclid
3H1A	A	3H1A	A	0.000000	0.000000
3H1A	A	3H1B	A	0.005793	5.744563
3H1A	A	3G9Z	A	0.006134	5.916080
3H1A	A	3G9T	A	0.007335	6.480741
3H1A	A	3H19	A	0.007458	6.708204
3H1A	A	3L1H	A	0.008045	6.928203
3H1A	A	3G9U	A	0.008058	6.782330
3H1A	A	3L1I	A	0.008471	7.071068
3H1A	A	3L1J	A	0.008815	7.211103
3H1A	A	3FAK	A	0.008945	7.141428
3H1A	A	3H18	A	0.009680	7.549834
3H1A	A	3H17	A	0.010626	7.874008
3H1A	A	3V9A	A	0.011167	8.062258
3H1A	A	3K6K	D	0.022099	11.180340
3H1A	A	3DNM	A	0.024436	12.609520
3H1A	A	3DNM	D	0.025540	12.124356
3H1A	A	3K6K	C	0.026690	12.247449
3H1A	A	3K6K	A	0.027152	12.369317
3H1A	A	3DNM	C	0.027229	12.369317
3H1A	A	3DNM	B	0.027557	12.489996
3H1A	A	3K6K	B	0.028615	12.688578
3H1A	A	3ZWQ	B	0.039453	15.132746
3H1A	A	3AIO	A	0.039462	15.000000
3H1A	A	3AIM	B	0.039559	15.198684
3H1A	A	3AIK	A	0.039876	15.066519
3H1A	A	3AIL	C	0.039974	15.264338
3H1A	A	3AIL	D	0.040050	15.264338
3H1A	A	3AIN	D	0.040123	15.264338
3H1A	A	3N2F	C	0.040305	152.449992
3H1A	A	3AIM	A	0.040321	15.132746
3H1A	A	3AIK	B	0.040439	15.329710
3H1A	A	3AIN	C	0.040439	15.329710
3H1A	A	3AIK	C	0.040463	15.329710
3H1A	A	3AIO	D	0.040463	15.329710
3H1A	A	3AIN	B	0.040536	15.329710
3H1A	A	2WIR	A	0.040749	15.264338
3H1A	A	3N23	A	0.040806	154.418263
3H1A	A	3AIO	C	0.040828	15.394804
3H1A	A	2WIR	B	0.040880	15.427249
3H1A	A	1JJI	A	0.040967	15.132746
3H1A	A	3AIN	A	0.041004	15.264338
3H1A	A	3N23	C	0.041051	153.535012
3H1A	A	2YH2	C	0.041147	15.684387
3H1A	A	3N2F	A	0.041158	152.476228
3H1A	A	2YH2	B	0.041234	15.362291
3H1A	A	3AIL	B	0.041557	15.524175
3H1A	A	3AIK	D	0.042019	15.588457
3H1A	A	3SBO	D	0.042055	44.564560
3H1A	A	3AIL	A	0.042239	15.459625
3H1A	A	1JJI	B	0.042251	15.459625
3H1A	A	2YN9	A	0.042362	150.927135
3H1A	A	4FCC	E	0.042378	43.657760
3H1A	A	3MVO	A	0.042613	58.523500
3H1A	A	4FCC	I	0.042739	43.566042
3H1A	A	1HWZ	C	0.042754	61.522354
3H1A	A	1HWZ	E	0.042754	61.522354
3H1A	A	1HWZ	F	0.042754	61.522354
3H1A	A	1HWZ	D	0.042754	61.522354
3H1A	A	1HWZ	A	0.042754	61.522354
3H1A	A	1HWZ	B	0.042754	61.522354
3H1A	A	3AIM	D	0.042785	15.588457
3H1A	A	3SBO	B	0.042936	44.045431
3H1A	A	2ZXE	A	0.043007	149.043618
3H1A	A	3MW9	D	0.043062	64.319515
3H1A	A	3MVQ	A	0.043074	62.233432
3H1A	A	3MVO	C	0.043105	61.538606
3H1A	A	2XGJ	A	0.043173	126.245792
3H1A	A	3MW9	A	0.043200	65.261014
3H1A	A	3AIO	B	0.043300	15.779734
3H1A	A	2UVB	A	0.043326	233.942301
3H1A	A	1HRD	A	0.043346	49.020404
3H1A	A	2XZB	A	0.043372	146.242949
3H1A	A	3MVO	F	0.043409	62.473995
3H1A	A	4FCC	K	0.043419	43.794977
3H1A	A	2UVB	D	0.043516	234.245598
3H1A	A	1NG9	B	0.043518	99.619275
3H1A	A	4FCC	D	0.043528	44.000000
3H1A	A	3U4Q	B	0.043586	187.301895
3H1A	A	2YFG	E	0.043615	43.011626
3H1A	A	2UVB	C	0.043667	236.685445
3H1A	A	3MW9	B	0.043674	65.322278
3H1A	A	3ETE	A	0.043729	61.326992
3H1A	A	3A3Y	A	0.043742	140.014285
3H1A	A	3SBO	A	0.043775	45.519227
3H1A	A	3MW9	C	0.043806	64.303966
3H1A	A	3ETE	D	0.043807	61.343296
3H1A	A	3ETE	E	0.043855	63.174362
3H1A	A	2UVB	E	0.043863	234.000000
3H1A	A	3ETE	C	0.043866	62.265560
3H1A	A	3KDP	A	0.043874	142.835570
3H1A	A	1HRD	B	0.043883	49.203658
3H1A	A	2UVB	B	0.043887	236.765707
3H1A	A	1W7A	B	0.043902	99.186693
3H1A	A	2UV9	A	0.043908	232.002155
3H1A	A	3MVO	B	0.043930	63.379808
3H1A	A	2YFG	C	0.043985	42.976738
3H1A	A	1HWY	D	0.043994	62.633857
3H1A	A	1HWY	B	0.043994	62.633857
3H1A	A	1HWY	C	0.043994	62.633857
3H1A	A	1HWY	A	0.043994	62.633857
query_pdb	query_chain	hit_pdb	hit_chain	hit_cosine	hit_euclid
1COF	A	1COF	A	0.000000	0.000000
1COF	A	1CFY	A	0.018790	3.162278
1COF	A	1CFY	B	0.038182	4.472136
1COF	A	1QPV	A	0.061706	5.656854
1COF	A	1CNU	A	0.155470	8.944272
1COF	A	1AHQ	A	0.160195	8.944272
1COF	A	2I2Q	A	0.172539	9.219544
1COF	A	1F7S	A	0.227173	10.630146
1COF	A	2XFA	A	0.247419	12.649111
1COF	A	3D2O	A	0.257514	27.404379
1COF	A	3D2O	B	0.262448	26.907248
1COF	A	3IYU	X	0.270634	77.498387
1COF	A	3IYU	Y	0.275071	76.531039
1COF	A	2XFA	B	0.276947	13.928388
1COF	A	1HQZ	4	0.286387	12.165525
1COF	A	3IYU	Z	0.287447	58.206529
1COF	A	2KVK	A	0.288124	12.369317
1COF	A	1HQZ	1	0.288405	12.165525
1COF	A	2D8B	A	0.290144	13.527749
1COF	A	1HQZ	8	0.294737	11.958261
1COF	A	3NSJ	A	0.295038	41.940434
1COF	A	3NS2	B	0.295894	19.313208
1COF	A	1MWS	A	0.296604	52.706736
1COF	A	1TVJ	A	0.297958	12.845233
1COF	A	3D1T	A	0.298341	22.113344
1COF	A	2PSO	B	0.298817	19.052559
1COF	A	1HQZ	6	0.299080	12.409674
1COF	A	1VKK	A	0.299424	12.609520
1COF	A	3D1T	B	0.300473	22.090722
1COF	A	2PEE	B	0.300608	37.762415
1COF	A	2VMF	B	0.300737	68.088178
1COF	A	2VR4	A	0.301181	69.267597
1COF	A	1HQZ	7	0.301359	12.124356
1COF	A	4F0P	D	0.301430	39.837169
1COF	A	3CNZ	A	0.302632	36.851052
1COF	A	1HQZ	2	0.302974	12.489996
1COF	A	1MWU	B	0.303306	49.919936
1COF	A	2Z9Z	A	0.303392	28.000000
1COF	A	4DKI	B	0.303456	53.786615
1COF	A	2Y6E	B	0.303703	29.546573
1COF	A	2VH4	A	0.304022	38.974351
1COF	A	1HQZ	5	0.304901	12.369317
1COF	A	1HQZ	3	0.305360	12.409674
1COF	A	2PC6	C	0.305567	15.652476
1COF	A	3UO8	B	0.305606	30.413813
1COF	A	2Y6E	D	0.305944	29.223278
1COF	A	2PC6	B	0.306125	16.031220
1COF	A	4FZM	A	0.306362	25.903668
1COF	A	1NDO	B	0.306411	19.595918
1COF	A	2B24	F	0.306863	17.378147
1COF	A	2O2A	C	0.307159	14.456832
1COF	A	2E3S	A	0.307184	26.589472
1COF	A	3H3T	A	0.307438	28.442925
1COF	A	3NR4	C	0.307456	18.000000
1COF	A	2VO5	A	0.307553	64.280635
1COF	A	1WNJ	A	0.307603	13.038405
1COF	A	2R4J	B	0.307700	43.531598
1COF	A	1CYY	B	0.307889	26.795522
1COF	A	3S5C	D	0.308137	18.303005
1COF	A	4FZN	A	0.308140	25.942244
1COF	A	2Y6E	A	0.308239	29.631065
1COF	A	1MWT	B	0.308396	52.687759
1COF	A	2JE8	A	0.308595	67.720012
1COF	A	2VL4	B	0.308609	67.111847
1COF	A	2VH4	B	0.308778	39.812058
1COF	A	3COB	A	0.308913	36.959437
1COF	A	3S2C	A	0.309036	45.365185
1COF	A	2QUX	G	0.309107	13.490738
1COF	A	2Y3V	D	0.309372	14.594520
1COF	A	1UM2	A	0.309652	36.769553
1COF	A	1E8M	A	0.309795	60.207973
1COF	A	1NDO	D	0.310462	20.099751
1COF	A	3DDU	A	0.310689	57.183914
1COF	A	4AX4	A	0.310760	60.671245
1COF	A	4F0Q	D	0.310788	36.276714
1COF	A	4E4G	A	0.310974	44.011362
1COF	A	3EQ9	A	0.310978	60.174746
1COF	A	1VZ2	A	0.311035	60.704201
1COF	A	2O2A	A	0.311054	14.352700
1COF	A	2NS9	A	0.311094	18.384776
1COF	A	3G2P	B	0.311143	22.649503
1COF	A	3NR4	A	0.311187	19.287302
1COF	A	1P9W	A	0.311374	30.430248
1COF	A	1OC0	A	0.311680	35.679126
1COF	A	4F2A	A	0.311971	67.372101
1COF	A	2PEE	A	0.311999	37.894591
1COF	A	2QTZ	A	0.312019	40.779897
1COF	A	2QUX	D	0.312232	13.820275
1COF	A	2Y6E	C	0.312313	29.681644
1COF	A	4DKI	A	0.312327	52.592775
1COF	A	2R4J	A	0.312414	43.034870
1COF	A	3R76	B	0.312433	57.645468
1COF	A	3HIB	A	0.312706	30.364453
1COF	A	1BP1	A	0.312720	56.894639
1COF	A	3KAZ	C	0.312728	20.223748
1COF	A	1HQZ	9	0.312964	12.649111
1COF	A	1WM4	A	0.313032	12.845233
1COF	A	1QMA	A	0.313043	14.035669
1COF	A	1QMA	C	0.313043	14.035669
1COF	A	3SXN	C	0.313252	34.132096
query_pdb	query_chain	hit_pdb	hit_chain	hit_cosine	hit_euclid
2DHZ	A	2DHZ	A	0.000000	0.000000
2DHZ	A	2YLM	A	0.352691	41.146081
2DHZ	A	2W7Q	A	0.358158	16.401219
2DHZ	A	3ELQ	B	0.372199	45.497253
2DHZ	A	3GEF	A	0.385266	11.958261
2DHZ	A	3HS0	I	0.386415	52.383203
2DHZ	A	3ETS	B	0.387272	46.076024
2DHZ	A	3ETT	A	0.388484	46.195238
2DHZ	A	3GEF	B	0.388790	12.288206
2DHZ	A	3ELQ	A	0.390971	46.184413
2DHZ	A	2IJX	A	0.391320	21.517435
2DHZ	A	1JK9	D	0.393554	19.672316
2DHZ	A	3ETS	A	0.394015	46.615448
2DHZ	A	3GEF	C	0.396586	12.767145
2DHZ	A	3ETT	B	0.397044	46.141088
2DHZ	A	3FMO	A	0.397710	38.457769
2DHZ	A	3FHC	A	0.399674	34.394767
2DHZ	A	1O75	B	0.400296	30.380915
2DHZ	A	3IFV	B	0.400825	21.447611
2DHZ	A	3HS0	D	0.401073	52.697249
2DHZ	A	2JID	A	0.401097	58.617404
2DHZ	A	2OK5	A	0.402882	51.845926
2DHZ	A	3KWJ	A	0.404388	58.223707
2DHZ	A	3GEF	D	0.404600	12.767145
2DHZ	A	2OBE	C	0.406053	64.676116
2DHZ	A	1TZN	A	0.406537	39.749214
2DHZ	A	1TZN	B	0.406537	39.749214
2DHZ	A	1TZN	C	0.406537	39.749214
2DHZ	A	1TZN	D	0.406537	39.749214
2DHZ	A	1TZN	E	0.406537	39.749214
2DHZ	A	1TZN	F	0.406537	39.749214
2DHZ	A	1TZN	G	0.406537	39.749214
2DHZ	A	1TZN	H	0.406537	39.749214
2DHZ	A	1TZN	I	0.406537	39.749214
2DHZ	A	1TZN	J	0.406537	39.749214
2DHZ	A	1TZN	K	0.406537	39.749214
2DHZ	A	1TZN	L	0.406537	39.749214
2DHZ	A	1TZN	O	0.406537	39.749214
2DHZ	A	1TZN	M	0.406537	39.749214
2DHZ	A	4ES8	B	0.407988	28.774989
2DHZ	A	3O9V	A	0.408068	59.338015
2DHZ	A	3GVZ	A	0.409164	21.307276
2DHZ	A	3GVZ	B	0.409164	21.307276
2DHZ	A	1R9N	C	0.409691	59.405387
2DHZ	A	2G3W	A	0.409746	15.588457
2DHZ	A	1PFQ	A	0.410302	59.481089
2DHZ	A	2IJX	D	0.410499	21.260292
2DHZ	A	2ZVK	B	0.410723	23.086793
2DHZ	A	2IIT	A	0.411826	58.463664
2DHZ	A	3HVD	A	0.411924	38.522721
2DHZ	A	2ONC	A	0.411966	58.480766
2DHZ	A	2BGR	B	0.412109	59.169249
2DHZ	A	2BGR	A	0.412763	58.847260
2DHZ	A	3HVD	C	0.413278	38.509739
2DHZ	A	2X2H	B	0.413454	73.769913
2DHZ	A	3HVD	E	0.413518	38.794329
2DHZ	A	2X2H	C	0.413531	73.375745
2DHZ	A	3ASS	A	0.413563	23.622024
2DHZ	A	2HHA	A	0.413691	58.154965
2DHZ	A	2OBE	A	0.413711	65.566760
2DHZ	A	3G0C	A	0.413998	59.000000
2DHZ	A	2OBE	B	0.414102	64.000000
2DHZ	A	2BGN	C	0.414211	59.565090
2DHZ	A	3ASR	A	0.414276	23.664319
2DHZ	A	3TU8	A	0.414339	17.175564
2DHZ	A	1I7E	A	0.414464	20.518285
2DHZ	A	2ZQ0	A	0.414720	51.961524
2DHZ	A	3FLO	A	0.414896	32.619013
2DHZ	A	2IX2	C	0.415015	21.748563
2DHZ	A	2D73	B	0.415024	53.338541
2DHZ	A	2RIP	A	0.415037	60.207973
2DHZ	A	2OAJ	A	0.415248	82.456049
2DHZ	A	1X70	B	0.415539	58.651513
2DHZ	A	3HVD	G	0.415568	38.314488
2DHZ	A	2BGN	D	0.415806	59.899917
2DHZ	A	3C43	A	0.415927	58.429445
2DHZ	A	2FJP	A	0.415960	58.163562
2DHZ	A	3O9V	D	0.415991	60.058305
2DHZ	A	2QTB	A	0.416090	58.719673
2DHZ	A	3H0C	B	0.416105	59.396970
2DHZ	A	2X2J	A	0.416168	73.362116
2DHZ	A	1TZO	A	0.416250	39.433488
2DHZ	A	1TZO	B	0.416250	39.433488
2DHZ	A	1TZO	C	0.416250	39.433488
2DHZ	A	1TZO	D	0.416250	39.433488
2DHZ	A	1TZO	E	0.416250	39.433488
2DHZ	A	1TZO	F	0.416250	39.433488
2DHZ	A	1TZO	G	0.416250	39.433488
2DHZ	A	1TZO	H	0.416250	39.433488
2DHZ	A	1TZO	I	0.416250	39.433488
2DHZ	A	1TZO	J	0.416250	39.433488
2DHZ	A	1TZO	K	0.416250	39.433488
2DHZ	A	1TZO	L	0.416250	39.433488
2DHZ	A	1TZO	O	0.416250	39.433488
2DHZ	A	1TZO	M	0.416250	39.433488
2DHZ	A	3G0G	A	0.416372	58.889727
2DHZ	A	1JK9	B	0.416377	20.024984
2DHZ	A	2X2J	C	0.416439	73.266636
2DHZ	A	2RGU	A	0.416494	59.715995
2DHZ	A	2X2I	B	0.416544	71.651936
query_pdb	query_chain	hit_pdb	hit_chain	hit_cosine	hit_euclid
1N1S	A	1N1S	A	0.000000	0.000000
1N1S	A	1N1V	A	0.006297	7.211103
1N1S	A	1MZ5	A	0.009195	8.717798
1N1S	A	1N1T	A	0.009944	9.055385
1N1S	A	1N1Y	A	0.014314	11.045361
1N1S	A	1MZ6	A	0.015398	11.313708
1N1S	A	2FHR	A	0.015800	11.401754
1N1S	A	1WCS	A	0.018187	12.409674
1N1S	A	1MS4	A	0.020101	12.922848
1N1S	A	1MS4	B	0.022941	13.747727
1N1S	A	1S0I	A	0.024996	14.387495
1N1S	A	3OPZ	A	0.026497	14.730920
1N1S	A	1S0J	A	0.026545	14.798649
1N1S	A	1MS1	A	0.026929	14.899664
1N1S	A	1MS0	A	0.027087	15.394804
1N1S	A	3OPZ	B	0.027694	15.132746
1N1S	A	1MS0	B	0.028298	15.716234
1N1S	A	2A75	A	0.029193	15.427249
1N1S	A	2AGS	A	0.029198	15.427249
1N1S	A	3OPZ	C	0.029243	15.524175
1N1S	A	1MR5	A	0.030253	15.716234
1N1S	A	1MS5	B	0.030364	15.811388
1N1S	A	1MS1	B	0.030999	15.968719
1N1S	A	3PJQ	A	0.032088	16.217275
1N1S	A	1MS3	B	0.032493	16.309506
1N1S	A	3B69	A	0.033716	16.703293
1N1S	A	1MS3	A	0.035389	17.000000
1N1S	A	1MS8	A	0.036226	17.175564
1N1S	A	1MS5	A	0.042005	18.466185
1N1S	A	1MS8	B	0.052145	20.639767
1N1S	A	1MS9	B	0.053228	20.760539
1N1S	A	1MS9	A	0.056127	21.283797
1N1S	A	2AH2	A	0.065467	22.934690
1N1S	A	1UYP	E	0.149036	34.088121
1N1S	A	1UYP	D	0.149430	34.117444
1N1S	A	1UYP	A	0.150245	34.292856
1N1S	A	3EI4	E	0.151429	74.188948
1N1S	A	1UYP	C	0.151757	34.322005
1N1S	A	3EI4	A	0.152535	74.215901
1N1S	A	1W2T	F	0.152601	34.380227
1N1S	A	3EI4	C	0.154301	74.525164
1N1S	A	3VDA	B	0.155387	47.780749
1N1S	A	2UZY	D	0.155769	35.071356
1N1S	A	1W2T	B	0.156132	34.727511
1N1S	A	1W2T	A	0.156297	34.785054
1N1S	A	1UYP	F	0.156558	34.756294
1N1S	A	3PIG	B	0.156746	34.655447
1N1S	A	3T08	C	0.156752	46.765372
1N1S	A	2UZX	B	0.157092	34.641016
1N1S	A	2UZX	D	0.157338	34.669872
1N1S	A	1W2T	C	0.157699	34.871192
1N1S	A	2UZY	B	0.157896	35.524639
1N1S	A	1UYP	B	0.158233	35.042831
1N1S	A	2EXI	C	0.158749	34.828150
1N1S	A	1JYX	C	0.158872	46.936127
1N1S	A	1JYX	B	0.159062	46.872167
1N1S	A	3VD3	B	0.159296	47.339202
1N1S	A	1PX3	A	0.159310	47.391982
1N1S	A	2EXH	C	0.159463	34.885527
1N1S	A	2EXK	C	0.159624	34.885527
1N1S	A	3PIJ	A	0.159699	34.914181
1N1S	A	1JYW	C	0.159723	46.957428
1N1S	A	1JZ6	D	0.159776	47.191101
1N1S	A	3T08	B	0.160056	47.318073
1N1S	A	2EXJ	B	0.160077	34.942810
1N1S	A	2EXI	A	0.160230	34.971417
1N1S	A	2EXJ	C	0.160329	34.942810
1N1S	A	3T2Q	D	0.160392	47.318073
1N1S	A	1PX3	C	0.160550	46.850827
1N1S	A	1JZ7	D	0.160578	47.265209
1N1S	A	3E1F	2	0.160591	46.636895
1N1S	A	1DIL	A	0.160620	37.027017
1N1S	A	3CZJ	C	0.160635	46.829478
1N1S	A	3M4W	A	0.160676	40.595566
1N1S	A	1W2T	E	0.160752	35.128336
1N1S	A	1BGL	G	0.160980	48.197510
1N1S	A	3VDB	C	0.161101	47.063787
1N1S	A	3T09	B	0.161264	47.106263
1N1S	A	3E1F	4	0.161491	46.593991
1N1S	A	2SIM	A	0.161674	37.134889
1N1S	A	2EXH	D	0.161851	35.114100
1N1S	A	1BGL	H	0.161936	47.717921
1N1S	A	3I3B	C	0.162174	47.063787
1N1S	A	2EXH	A	0.162207	35.142567
1N1S	A	1W2T	D	0.162296	35.242020
1N1S	A	2SIL	A	0.162324	37.134889
1N1S	A	2EXK	A	0.162381	35.171011
1N1S	A	3E1F	3	0.162456	46.551047
1N1S	A	3MV1	3	0.162638	46.914816
1N1S	A	3E1F	1	0.162675	46.615448
1N1S	A	3T0B	D	0.162680	47.318073
1N1S	A	3T08	D	0.162858	48.218254
1N1S	A	1JZ2	D	0.162935	47.402532
1N1S	A	1PX3	D	0.162939	47.665501
1N1S	A	1BGL	F	0.162970	47.947888
1N1S	A	1JZ6	A	0.163064	47.801674
1N1S	A	3MV0	1	0.163096	47.444705
1N1S	A	1JZ8	A	0.163131	47.864392
1N1S	A	1JZ8	B	0.163131	47.339202
1N1S	A	1JZ5	D	0.163151	47.021272
query_pdb	query_chain	hit_pdb	hit_chain	hit_cosine	hit_euclid
2ZUT	A	2ZUT	A	0.000000	0.000000
2ZUT	A	2ZUW	A	0.003355	7.280110
2ZUT	A	2ZUU	A	0.003801	7.745967
2ZUT	A	2ZUT	C	0.003806	7.745967
2ZUT	A	2ZUU	C	0.004041	8.000000
2ZUT	A	2ZUV	B	0.004799	8.831761
2ZUT	A	2ZUW	C	0.005077	8.944272
2ZUT	A	2ZUT	D	0.005142	9.000000
2ZUT	A	2ZUU	D	0.006001	9.746794
2ZUT	A	2ZUS	A	0.006673	10.246951
2ZUT	A	2ZUS	B	0.006799	10.392305
2ZUT	A	2ZUS	D	0.007405	10.816654
2ZUT	A	2ZUW	B	0.007626	11.224972
2ZUT	A	2ZUS	C	0.007680	11.135529
2ZUT	A	2ZUT	B	0.008293	11.704700
2ZUT	A	2ZUU	B	0.008335	11.874342
2ZUT	A	2ZUV	A	0.008725	11.747340
2ZUT	A	2ZUW	D	0.011466	15.524175
2ZUT	A	2EYQ	B	0.055954	100.960388
2ZUT	A	3TTS	A	0.057595	31.384710
2ZUT	A	3KOX	B	0.057707	40.521599
2ZUT	A	2EYQ	A	0.057749	97.549987
2ZUT	A	2VSQ	A	0.057871	89.067390
2ZUT	A	4AQ7	D	0.057987	50.911688
2ZUT	A	3KOZ	B	0.058491	40.718546
2ZUT	A	3KOX	A	0.058491	40.718546
2ZUT	A	3KOX	C	0.058544	42.426407
2ZUT	A	3KOZ	C	0.058586	39.924930
2ZUT	A	3TTS	F	0.058597	31.984371
2ZUT	A	3KP1	C	0.058743	40.743098
2ZUT	A	4AQ7	A	0.058794	51.961524
2ZUT	A	4AS1	A	0.058810	53.450912
2ZUT	A	4GFH	F	0.058866	94.350411
2ZUT	A	4A0H	A	0.058902	38.353618
2ZUT	A	3KOY	C	0.058918	40.718546
2ZUT	A	3KOX	D	0.058923	40.890097
2ZUT	A	2BYT	D	0.058953	50.338852
2ZUT	A	4GFH	A	0.058994	97.005155
2ZUT	A	3TTS	B	0.059103	31.827661
2ZUT	A	2BTE	A	0.059160	51.807335
2ZUT	A	4A0G	B	0.059443	40.311289
2ZUT	A	3KP1	B	0.059527	40.914545
2ZUT	A	3KOY	B	0.059731	41.060930
2ZUT	A	3KOW	D	0.059937	43.301270
2ZUT	A	3KP1	D	0.059939	41.641326
2ZUT	A	2FDC	B	0.060019	34.597688
2ZUT	A	3KOW	A	0.060080	42.249260
2ZUT	A	2BTE	D	0.060091	51.516987
2ZUT	A	4ARI	A	0.060301	54.589376
2ZUT	A	2V0G	A	0.060330	48.989795
2ZUT	A	1S0F	A	0.060343	101.636608
2ZUT	A	2BYT	A	0.060378	50.675438
2ZUT	A	3TTS	D	0.060448	32.140317
2ZUT	A	2V0G	D	0.060471	47.833043
2ZUT	A	3KP0	C	0.060487	41.060930
2ZUT	A	3KP1	A	0.060502	42.426407
2ZUT	A	4A0G	D	0.060593	37.603191
2ZUT	A	1H3N	A	0.060595	52.038447
2ZUT	A	3TTS	E	0.060607	32.171416
2ZUT	A	3KOW	B	0.060632	42.284749
2ZUT	A	2UVC	L	0.060685	186.472518
2ZUT	A	3TTY	A	0.060687	32.233523
2ZUT	A	2UVC	K	0.060691	186.273992
2ZUT	A	3KP0	B	0.060868	41.856899
2ZUT	A	1OBC	A	0.060883	52.716221
2ZUT	A	3KOZ	D	0.060915	41.545156
2ZUT	A	2UVC	H	0.061001	185.655595
2ZUT	A	3TTS	C	0.061087	32.326460
2ZUT	A	2UVC	G	0.061099	185.730988
2ZUT	A	2UVC	I	0.061104	185.709450
2ZUT	A	2UVC	J	0.061126	186.617255
2ZUT	A	2NYY	A	0.061193	102.063706
2ZUT	A	4A0H	B	0.061219	38.691084
2ZUT	A	3TTY	F	0.061246	32.388269
2ZUT	A	3KOY	D	0.061272	42.332021
2ZUT	A	3KP0	D	0.061285	31.464265
2ZUT	A	3TTY	E	0.061418	32.449961
2ZUT	A	3KOZ	A	0.061501	41.327957
2ZUT	A	4ARC	A	0.061502	50.980388
2ZUT	A	3HMJ	I	0.061573	179.658008
2ZUT	A	1G9D	A	0.061610	103.648444
2ZUT	A	2NZ9	B	0.061615	101.247222
2ZUT	A	3KP0	A	0.061680	31.272992
2ZUT	A	3KOW	C	0.061750	42.766810
2ZUT	A	2VKZ	H	0.061751	179.836036
2ZUT	A	2UV8	H	0.061767	179.735917
2ZUT	A	2VKZ	I	0.061768	179.630176
2ZUT	A	2NP0	A	0.061777	101.187944
2ZUT	A	2UVA	L	0.061781	183.406652
2ZUT	A	2UV8	I	0.061793	179.568928
2ZUT	A	3V0B	A	0.061793	109.361785
2ZUT	A	3V0A	A	0.061793	109.361785
2ZUT	A	3HMJ	H	0.061914	179.924984
2ZUT	A	2VZ9	B	0.061973	154.077902
2ZUT	A	3TTY	D	0.062057	32.603681
2ZUT	A	3V0C	A	0.062061	101.444566
2ZUT	A	2UVA	I	0.062107	183.586492
2ZUT	A	2UVA	G	0.062127	182.636251
2ZUT	A	2UVA	J	0.062161	182.685522
2ZUT	A	4A0R	A	0.062235	39.433488
2ZUT	B	2ZUT	B	0.000000	0.000000
2ZUT	B	2ZUT	D	0.005607	9.695360
2ZUT	B	2ZUW	C	0.007165	10.723805
2ZUT	B	2ZUU	D	0.007196	10.583005
2ZUT	B	2ZUW	A	0.007411	11.135529
