query_pdb	query_chain	hit_pdb	hit_chain	hit_cosine	hit_euclid
3MWT	C	2PI4	A	0.034534	94.000000
3MWT	C	2ZXE	A	0.034685	120.099958
3MWT	C	3PSF	A	0.034700	106.592683
3MWT	C	1QVI	A	0.034719	79.523581
3MWT	C	4F5X	W	0.034788	95.472509
3MWT	C	3NAL	A	0.034839	124.161186
3MWT	C	4AKI	A	0.034849	594.496426
3MWT	C	3AR8	A	0.034853	109.380071
3MWT	C	2ZBE	A	0.034879	101.754607
3MWT	C	3K70	C	0.034938	133.487827
3MWT	C	3K70	F	0.034946	133.502809
3MWT	C	2AGV	A	0.034963	119.808180
3MWT	C	2C8L	A	0.035021	118.920141
3MWT	C	2AGV	B	0.035037	119.833217
3MWT	C	2C8K	A	0.035070	118.936958
3MWT	C	2XGJ	A	0.035162	97.693398
3MWT	C	3AR9	A	0.035167	115.498918
3MWT	C	2YFY	A	0.035201	124.177293
3MWT	C	1SR6	A	0.035272	85.469293
3MWT	C	1ARO	P	0.035275	81.314205
3MWT	C	3PJR	A	0.035279	43.358967
3MWT	C	3N5K	B	0.035377	124.177293
3MWT	C	3FGO	A	0.035379	125.960311
3MWT	C	3FGO	B	0.035387	124.265844
3MWT	C	2EAR	A	0.035417	102.654761
3MWT	C	1I84	S	0.035443	124.975998
3MWT	C	3FOF	B	0.035481	24.000000
3MWT	C	3FPS	A	0.035483	116.404467
3MWT	C	4AU6	D	0.035484	136.304805
3MWT	C	4AU6	B	0.035484	136.304805
3MWT	C	4AU6	C	0.035484	136.304805
3MWT	C	4AU6	A	0.035484	136.304805
query_pdb	query_chain	hit_pdb	hit_chain	hit_cosine	hit_euclid
3MWX	A	3MWX	A	-0.000000	0.000000
3MWX	A	3MWX	B	0.102354	13.638182
3MWX	A	3OS7	C	0.184053	19.493589
3MWX	A	3OS7	A	0.202032	20.832667
3MWX	A	3OS7	D	0.217482	21.517435
3MWX	A	3OS7	B	0.223382	22.022716
3MWX	A	1OLZ	A	0.225128	36.905284
3MWX	A	3NVQ	E	0.229234	37.054015
3MWX	A	3V4P	C	0.230357	42.871902
3MWX	A	3PQU	B	0.230799	37.509999
3MWX	A	2IQA	L	0.232645	19.773720
3MWX	A	3ZXK	B	0.232775	34.612137
3MWX	A	3OKM	A	0.232851	19.723083
3MWX	A	3NVQ	A	0.232956	37.269290
3MWX	A	3IJE	A	0.233002	86.249638
3MWX	A	3DCD	A	0.233089	20.591260
3MWX	A	3DCD	B	0.233352	20.518285
3MWX	A	4FPJ	A	0.233988	42.988371
3MWX	A	4FOW	A	0.234782	43.231933
3MWX	A	1SO0	D	0.234990	21.794495
3MWX	A	4FPC	A	0.235924	43.783559
3MWX	A	3V4P	A	0.235988	43.829214
3MWX	A	1U8C	A	0.236213	86.936759
3MWX	A	1YGA	B	0.236519	21.047565
3MWX	A	2VW1	A	0.236572	43.439613
3MWX	A	3SX1	B	0.236698	42.883563
3MWX	A	4A7K	A	0.236704	62.817195
3MWX	A	3ZXL	B	0.236729	35.156792
3MWX	A	4FP3	A	0.236743	43.611925
3MWX	A	2JKB	A	0.237091	42.473521
3MWX	A	1YGA	A	0.237378	21.142375
3MWX	A	1SO0	B	0.237820	21.794495
3MWX	A	2H1P	L	0.238007	20.000000
3MWX	A	3K25	A	0.238068	21.213203
3MWX	A	2R0W	L	0.238308	20.024984
3MWX	A	4FP2	A	0.238447	43.772137
3MWX	A	4G55	A	0.238639	24.677925
3MWX	A	2AI0	M	0.238873	20.074860
3MWX	A	3OKY	A	0.239064	37.229021
3MWX	A	4FPY	A	0.239106	43.543082
3MWX	A	4FPO	B	0.239129	44.542115
3MWX	A	3UYR	L	0.239298	19.974984
3MWX	A	1L5G	A	0.239421	85.871998
3MWX	A	3V4U	L	0.239504	19.974984
3MWX	A	3SX1	A	0.239558	42.035699
3MWX	A	4FOY	A	0.239976	42.614552
3MWX	A	4A7Z	A	0.240002	62.313722
3MWX	A	4A7Y	A	0.240223	63.079315
3MWX	A	2HMI	C	0.240323	20.174241
3MWX	A	1SO0	C	0.240354	22.158520
3MWX	A	3V52	L	0.240480	20.024984
3MWX	A	2VW2	A	0.240587	43.485630
3MWX	A	3IFO	L	0.240810	20.149442
3MWX	A	2HKH	L	0.241167	20.099751
3MWX	A	4FPL	A	0.241269	42.953463
3MWX	A	3IF1	C	0.241538	20.099751
3MWX	A	4FPH	A	0.241576	43.485630
3MWX	A	4FOV	A	0.241908	44.022721
3MWX	A	3IFO	B	0.241928	20.174241
3MWX	A	4FQ4	A	0.242032	42.965102
3MWX	A	3PQU	A	0.242068	41.412558
3MWX	A	1YNL	L	0.242199	20.199010
3MWX	A	2V7H	L	0.242340	20.174241
3MWX	A	1EHL	L	0.242341	20.199010
3MWX	A	3ZXK	A	0.242408	35.383612
3MWX	A	2XHN	B	0.242609	30.675723
3MWX	A	2VW0	A	0.242777	45.011110
3MWX	A	3CMO	X	0.242790	20.099751
3MWX	A	2DDQ	L	0.242873	20.174241
3MWX	A	1AIF	A	0.242998	20.099751
3MWX	A	2DQU	L	0.243004	20.248457
3MWX	A	2BIX	B	0.243166	29.154759
3MWX	A	1Q9K	A	0.243172	20.199010
3MWX	A	3IFP	D	0.243179	20.223748
3MWX	A	4FPF	A	0.243259	43.566042
3MWX	A	4FPE	A	0.243293	43.531598
3MWX	A	4FPK	A	0.243491	43.439613
3MWX	A	1J5O	L	0.243540	20.322401
3MWX	A	2HTB	C	0.243598	20.736441
3MWX	A	3ZXJ	B	0.243789	34.322005
3MWX	A	3EYS	L	0.243869	20.223748
3MWX	A	3CFB	A	0.243951	20.420578
3MWX	A	1NTL	A	0.243986	42.731721
3MWX	A	1M1X	A	0.244129	86.614087
3MWX	A	3QJF	C	0.244139	20.049938
3MWX	A	3CK0	L	0.244269	20.223748
3MWX	A	1SNZ	B	0.244297	22.472205
3MWX	A	1KEG	L	0.244342	20.174241
3MWX	A	3IFP	F	0.244430	20.273135
3MWX	A	2D03	L	0.244454	20.199010
3MWX	A	1T2Q	L	0.244454	20.199010
3MWX	A	3QG6	L	0.244572	20.273135
3MWX	A	3SXX	E	0.244753	42.438190
3MWX	A	3IFP	L	0.244790	20.322401
3MWX	A	3IFP	B	0.244941	20.322401
3MWX	A	2BIW	C	0.244991	29.223278
3MWX	A	1HIN	L	0.245228	20.248457
3MWX	A	1ND0	E	0.245460	20.396078
3MWX	A	3IU3	B	0.245486	20.124612
3MWX	A	2AI0	L	0.245732	20.248457
3MWX	B	3MWX	B	0.000000	0.000000
3MWX	B	3MWX	A	0.102354	13.638182
3MWX	B	4FPL	A	0.209927	42.059482
3MWX	B	4FPJ	A	0.210633	42.449971
3MWX	B	2VW2	A	0.211982	42.720019
3MWX	B	4FQ4	A	0.213489	42.190046
3MWX	B	4FP2	A	0.213566	43.174066
3MWX	B	4FPC	A	0.213652	43.301270
3MWX	B	2VW0	A	0.213708	44.249294
3MWX	B	3ZXL	B	0.213898	34.467376
3MWX	B	4FPE	A	0.214244	42.743421
3MWX	B	3ZXK	B	0.215067	34.146742
3MWX	B	4FPO	B	0.215292	44.000000
3MWX	B	4FOW	A	0.215818	42.883563
3MWX	B	4FP3	A	0.216164	43.197222
3MWX	B	4FOY	A	0.216366	42.047592
3MWX	B	4FOQ	A	0.216568	43.439613
3MWX	B	3NVQ	E	0.216884	36.891733
3MWX	B	2JKB	A	0.217268	42.071368
3MWX	B	4FPK	A	0.217748	42.790186
3MWX	B	4FPY	A	0.218098	43.104524
3MWX	B	2VW1	A	0.218200	43.116122
3MWX	B	4FPF	A	0.219144	42.988371
3MWX	B	4FOV	A	0.219868	43.543082
3MWX	B	1SLI	A	0.220002	43.794977
3MWX	B	4FPH	A	0.220687	43.046487
3MWX	B	3ZXJ	B	0.220743	33.585711
3MWX	B	3OL2	A	0.222429	37.589892
3MWX	B	3PQU	B	0.223864	37.589892
3MWX	B	3ZXJ	A	0.224870	33.704599
3MWX	B	3NVQ	A	0.225037	37.296112
3MWX	B	4FPG	A	0.225493	43.714986
3MWX	B	4A7Z	A	0.225663	62.345810
3MWX	B	1OLZ	B	0.225789	38.366652
3MWX	B	3SXX	E	0.225851	42.059482
3MWX	B	3SX1	B	0.226176	42.883563
3MWX	B	4SLI	A	0.226583	44.317040
3MWX	B	3ZXL	A	0.226838	35.042831
3MWX	B	1SLL	A	0.226982	44.204072
3MWX	B	1YRZ	A	0.227397	33.955854
3MWX	B	3V4P	A	0.227821	43.943145
3MWX	B	1YRZ	B	0.228061	33.985291
3MWX	B	3V4P	C	0.228844	43.266615
3MWX	B	2SLI	A	0.229049	44.204072
3MWX	B	3OKY	A	0.229669	37.175261
3MWX	B	3VI3	C	0.229879	42.988371
3MWX	B	3VI4	A	0.230647	42.402830
3MWX	B	3BS6	B	0.230679	19.773720
3MWX	B	3PQU	A	0.231222	41.364236
3MWX	B	3SLI	A	0.232520	44.966654
3MWX	B	3OS7	C	0.232546	21.633308
3MWX	B	2BIW	D	0.232729	28.600699
3MWX	B	3ZXK	A	0.232749	35.270384
3MWX	B	1OLZ	A	0.232906	37.629775
3MWX	B	3VI3	A	0.233248	42.895221
3MWX	B	3V4V	A	0.233253	44.530888
3MWX	B	4A7Y	A	0.233505	63.411355
3MWX	B	2BIX	B	0.234754	28.913665
3MWX	B	3SX1	C	0.235032	43.058100
3MWX	B	3VI4	C	0.235059	42.941821
3MWX	B	4A7K	A	0.235607	63.371918
3MWX	B	3I02	A	0.235880	19.287302
3MWX	B	2OQE	E	0.236193	43.749286
3MWX	B	1LO3	X	0.236767	19.390719
3MWX	B	1SO0	C	0.236903	21.748563
3MWX	B	2V5P	A	0.237394	30.935417
3MWX	B	1W0O	A	0.237458	56.089215
3MWX	B	3SXX	A	0.238009	42.201896
3MWX	B	2BIW	B	0.238198	29.086079
3MWX	B	3OKT	A	0.238378	39.331921
3MWX	B	4GZA	A	0.238559	39.585351
3MWX	B	1Y7B	C	0.238592	35.114100
3MWX	B	2OQE	D	0.238626	44.631827
3MWX	B	1QGC	4	0.238748	35.242020
3MWX	B	3T0U	A	0.238777	45.133136
3MWX	B	1Q9K	A	0.238963	19.442222
3MWX	B	3SXX	D	0.238964	42.190046
3MWX	B	3C2U	A	0.239031	34.785054
3MWX	B	3OS7	A	0.239040	22.405357
3MWX	B	4GZA	E	0.239319	39.433488
3MWX	B	1MMU	A	0.239358	21.633308
3MWX	B	3V52	L	0.239395	19.364917
3MWX	B	3C2U	C	0.239464	33.645208
3MWX	B	2OOV	C	0.239587	43.577517
3MWX	B	1DEE	D	0.239627	19.595918
3MWX	B	2BIX	A	0.239757	29.597297
3MWX	B	1SO0	D	0.239845	21.748563
3MWX	B	1DEE	B	0.239908	19.544820
3MWX	B	1SO0	B	0.239968	21.610183
3MWX	B	2DTG	B	0.240087	19.646883
3MWX	B	3CK0	L	0.240232	19.467922
3MWX	B	4GZA	D	0.240257	39.534795
3MWX	B	2OOV	E	0.240287	43.737855
3MWX	B	2HYE	A	0.240483	99.924972
3MWX	B	2BIW	C	0.240484	29.154759
3MWX	B	4GZA	C	0.240491	39.560081
3MWX	B	3NH7	H	0.240506	19.442222
3MWX	B	1SNZ	A	0.240686	21.931712
3MWX	B	3OKM	A	0.240888	19.416488
3MWX	B	1Y7B	B	0.240910	35.085610
query_pdb	query_chain	hit_pdb	hit_chain	hit_cosine	hit_euclid
3MX3	A	3MX3	A	0.000000	0.000000
3MX3	A	3MX3	B	0.056705	18.439089
3MX3	A	3M2V	A	0.092390	37.815341
3MX3	A	3M30	A	0.093563	35.256205
3MX3	A	3M2U	A	0.095386	34.481879
3MX3	A	3M2R	A	0.096046	35.411862
3MX3	A	3IHV	A	0.096868	32.664966
3MX3	A	2J7U	A	0.097718	34.510868
3MX3	A	4DQQ	D	0.097827	47.148701
3MX3	A	4DQI	D	0.098218	49.173163
3MX3	A	3SAD	A	0.098861	59.565090
3MX3	A	3M32	A	0.099187	40.841156
3MX3	A	3IHV	B	0.099504	32.939338
3MX3	A	3HJE	A	0.099832	45.066617
3MX3	A	3POT	A	0.100028	39.217343
3MX3	A	3M32	D	0.100150	37.722672
3MX3	A	1GWU	A	0.100372	24.718414
3MX3	A	4DQR	D	0.100419	51.400389
3MX3	A	3HJB	D	0.101326	38.418745
3MX3	A	3M2R	D	0.101858	36.510273
3MX3	A	3BNH	A	0.102765	34.351128
3MX3	A	3EJN	A	0.103840	25.455844
3MX3	A	3H7F	A	0.104203	25.238859
3MX3	A	3USC	M	0.104384	38.587563
3MX3	A	3FDH	A	0.104737	32.664966
3MX3	A	2W8Z	A	0.104888	45.398238
3MX3	A	3EQX	B	0.105032	32.649655
3MX3	A	3HJB	C	0.105042	42.011903
3MX3	A	3DHH	A	0.105056	48.887626
3MX3	A	3Q3M	D	0.105376	49.193496
3MX3	A	2UW1	B	0.105389	34.799425
3MX3	A	2A2M	B	0.105839	24.799194
3MX3	A	3PPM	A	0.106214	35.707142
3MX3	A	2IZ0	A	0.106246	41.713307
3MX3	A	3M2V	D	0.106364	34.322005
3MX3	A	2HP0	B	0.106478	27.712813
3MX3	A	3Q3M	A	0.106521	52.325902
3MX3	A	1Y2B	B	0.106562	33.734256
3MX3	A	3RWL	A	0.106650	26.532998
3MX3	A	2RDZ	B	0.106926	35.832946
3MX3	A	3P0B	A	0.107338	41.509035
3MX3	A	3RTV	A	0.107928	44.754888
3MX3	A	2HP0	A	0.107943	27.892651
3MX3	A	3HT3	D	0.108290	52.421370
3MX3	A	3P1U	B	0.108358	38.118237
3MX3	A	3I5J	A	0.108436	47.592016
3MX3	A	3HXU	A	0.108448	26.191602
3MX3	A	4E0D	A	0.108636	42.825226
3MX3	A	3RI7	A	0.108768	45.858478
3MX3	A	3PGY	A	0.108806	26.795522
3MX3	A	2INN	B	0.108997	42.367440
3MX3	A	2I7Q	A	0.109034	28.178006
3MX3	A	3M1V	B	0.109308	34.263683
3MX3	A	4AKL	B	0.109535	38.405729
3MX3	A	3GE8	A	0.109601	46.850827
3MX3	A	3USE	M	0.109647	36.400549
3MX3	A	4DLG	A	0.109806	43.520110
3MX3	A	3UQY	M	0.109818	39.509493
3MX3	A	2INP	B	0.109938	57.288742
3MX3	A	4GMX	C	0.109950	213.143144
3MX3	A	2IZ1	A	0.110158	37.215588
3MX3	A	3VK9	C	0.110159	26.191602
3MX3	A	3DHG	D	0.110382	45.332108
3MX3	A	3SZ3	A	0.110583	28.142495
3MX3	A	3LQ3	A	0.110690	28.478062
3MX3	A	3S9I	A	0.110869	55.982140
3MX3	A	3RMK	D	0.110985	47.989582
3MX3	A	3IUK	A	0.111000	62.753486
3MX3	A	2YCA	A	0.111127	29.949958
3MX3	A	3LEW	A	0.111165	31.480152
3MX3	A	2Y98	A	0.111234	27.766887
3MX3	A	2W90	A	0.111265	43.657760
3MX3	A	3ZYK	B	0.111453	29.257478
3MX3	A	3CGH	A	0.111492	31.764760
3MX3	A	2IZ1	C	0.111525	41.904654
3MX3	A	3RDE	B	0.111688	58.111961
3MX3	A	3QDN	A	0.111706	25.416530
3MX3	A	4GWG	A	0.111765	43.965896
3MX3	A	3FG1	C	0.111774	50.950957
3MX3	A	3Q14	A	0.111806	52.516664
3MX3	A	3MSU	B	0.111825	29.154759
3MX3	A	4DS5	D	0.111838	51.865210
3MX3	A	3QK5	B	0.111888	33.541020
3MX3	A	3FG3	C	0.111914	51.224994
3MX3	A	1MHY	D	0.111999	57.680153
3MX3	A	2RHA	A	0.112218	27.018512
3MX3	A	3BJD	B	0.112273	27.367864
3MX3	A	2QEE	I	0.112280	30.166206
3MX3	A	3GE8	D	0.112382	52.076866
3MX3	A	4DS4	D	0.112397	52.115257
3MX3	A	3ZSN	C	0.112467	28.844410
3MX3	A	3M30	D	0.112482	35.411862
3MX3	A	3S1S	A	0.112501	69.202601
3MX3	A	2OPT	A	0.112502	25.495098
3MX3	A	3NRG	C	0.112505	26.381812
3MX3	A	2HP3	B	0.112598	38.600518
3MX3	A	4AKL	A	0.112680	39.899875
3MX3	A	2A2M	A	0.112922	25.748786
3MX3	A	2HP3	A	0.112958	40.311289
3MX3	A	3SWO	A	0.113036	37.469988
3MX3	B	3MX3	B	0.000000	0.000000
3MX3	B	3MX3	A	0.056705	18.439089
3MX3	B	3EJN	A	0.112910	26.000000
3MX3	B	3EHM	A	0.127859	31.352831
3MX3	B	3MYV	B	0.130590	29.816103
3MX3	B	4AKL	B	0.131754	42.555846
3MX3	B	3M32	A	0.132188	46.389654
3MX3	B	3EHM	B	0.132566	32.326460
3MX3	B	3FF1	A	0.132854	30.182777
3MX3	B	3IUK	A	0.132917	67.631354
3MX3	B	3SS7	X	0.133007	26.476405
3MX3	B	3KEZ	B	0.133259	27.367864
3MX3	B	3M2V	A	0.133594	44.181444
3MX3	B	3OWA	C	0.134322	75.213031
3MX3	B	1KZM	A	0.134933	25.357445
3MX3	B	3GZS	B	0.135382	34.568772
3MX3	B	3SAD	A	0.135717	65.802736
3MX3	B	4AKL	A	0.135924	44.158804
3MX3	B	3M30	A	0.136301	41.605288
3MX3	B	3M2U	A	0.136384	40.558600
3MX3	B	2INN	B	0.136459	47.233463
3MX3	B	3AWP	A	0.137020	32.434549
3MX3	B	3POT	A	0.137240	45.055521
3MX3	B	3ENJ	A	0.137323	39.912404
3MX3	B	3POT	D	0.137415	46.914816
3MX3	B	1GWU	A	0.137453	25.592968
3MX3	B	4GYY	A	0.137454	65.924199
3MX3	B	2HP0	A	0.137714	31.368774
3MX3	B	3GE8	A	0.137736	51.932649
3MX3	B	3S9I	A	0.137772	61.155539
3MX3	B	3NNB	A	0.138104	26.888659
3MX3	B	4DQR	D	0.138260	57.602083
3MX3	B	3S1S	A	0.138285	74.437894
3MX3	B	4GYW	A	0.138362	67.815927
3MX3	B	3FDH	A	0.139406	37.643060
3MX3	B	4DQQ	D	0.139427	53.656314
3MX3	B	3IV0	A	0.139473	27.349589
3MX3	B	3HJB	D	0.139528	44.271887
3MX3	B	3RMK	D	0.139543	53.113087
3MX3	B	3M32	D	0.139628	43.692105
3MX3	B	3GZS	A	0.139688	35.014283
3MX3	B	4F53	A	0.139846	29.034462
3MX3	B	3HJB	C	0.140056	47.634021
3MX3	B	3M2R	A	0.140115	41.809090
3MX3	B	3GE8	D	0.140219	57.218878
3MX3	B	3IAC	A	0.140241	31.953091
3MX3	B	3JYS	A	0.140399	26.476405
3MX3	B	4GYW	C	0.140843	60.580525
3MX3	B	3B53	X	0.140930	66.166457
3MX3	B	4F7A	A	0.140988	29.034462
3MX3	B	3CGH	A	0.141112	35.874782
3MX3	B	4DQI	D	0.141208	55.821143
3MX3	B	2INN	A	0.141731	47.339202
3MX3	B	2VGQ	A	0.141895	30.282008
3MX3	B	1H5C	A	0.141917	25.961510
3MX3	B	3Q3M	A	0.142007	58.223707
3MX3	B	3HY0	A	0.142445	30.248967
3MX3	B	3IAC	B	0.142656	30.479501
3MX3	B	3DHH	A	0.142748	54.936327
3MX3	B	3HT3	D	0.142818	58.206529
3MX3	B	1GWT	A	0.142891	26.095977
3MX3	B	3BNF	A	0.143090	39.987498
3MX3	B	3BJD	B	0.143103	30.479501
3MX3	B	3BNG	A	0.143136	38.340579
3MX3	B	3Q3O	A	0.143293	56.462377
3MX3	B	4GYY	C	0.143462	60.398675
3MX3	B	3DHG	D	0.143571	50.783856
3MX3	B	3KEZ	A	0.143650	28.565714
3MX3	B	3L1T	D	0.143727	39.064050
3MX3	B	3IHV	B	0.143755	39.051248
3MX3	B	3HJB	B	0.143763	48.518038
3MX3	B	3I5J	A	0.143779	53.338541
3MX3	B	2O3J	B	0.143845	32.557641
3MX3	B	3DDS	B	0.143887	86.058120
3MX3	B	3HXZ	D	0.144022	30.364453
3MX3	B	1H57	A	0.144032	26.134269
3MX3	B	3HXZ	A	0.144108	30.446675
3MX3	B	6ATJ	A	0.144243	26.153394
3MX3	B	2RF7	D	0.144272	37.960506
3MX3	B	3Q14	A	0.144329	58.068925
3MX3	B	2Q01	A	0.144511	39.255573
3MX3	B	3RI7	A	0.144520	51.584882
3MX3	B	3HDL	A	0.144813	26.286879
3MX3	B	2O3J	C	0.144831	34.205263
3MX3	B	3OWA	B	0.144889	74.551995
3MX3	B	3P1U	B	0.144936	43.600459
3MX3	B	3HXZ	B	0.145127	30.594117
3MX3	B	1H55	A	0.145168	26.229754
3MX3	B	2F1K	A	0.145178	26.248809
3MX3	B	2Q0T	A	0.145314	29.223278
3MX3	B	3S9Z	A	0.145432	60.950800
3MX3	B	2IZ0	A	0.145483	47.665501
3MX3	B	1U5B	A	0.145514	29.444864
3MX3	B	3L1T	C	0.146016	39.924930
3MX3	B	3SZ2	A	0.146040	44.899889
3MX3	B	2O6I	B	0.146055	33.808283
3MX3	B	3RMK	A	0.146208	57.358522
3MX3	B	3AWM	A	0.146223	35.242020
3MX3	B	3RR7	A	0.146268	46.357308
3MX3	B	3FSE	A	0.146308	29.461840
query_pdb	query_chain	hit_pdb	hit_chain	hit_cosine	hit_euclid
3MXQ	A	3MXQ	A	0.000000	0.000000
3MXQ	A	3MXQ	C	0.027847	4.123106
3MXQ	A	3MXQ	B	0.102477	7.810250
3MXQ	A	3MXQ	D	0.129749	8.660254
3MXQ	A	1WA9	A	0.155861	34.263683
3MXQ	A	2W3R	D	0.159256	86.296002
3MXQ	A	1JRO	D	0.161471	86.942510
3MXQ	A	2W3S	D	0.162525	85.807925
3MXQ	A	2W3S	F	0.162657	88.797522
3MXQ	A	2W3R	F	0.162855	86.596767
3MXQ	A	3NVV	L	0.162948	81.006173
3MXQ	A	3EUB	4	0.163536	80.814603
3MXQ	A	3EUB	U	0.164002	80.944425
3MXQ	A	2W55	D	0.164023	85.340494
3MXQ	A	2W54	B	0.164045	87.778129
3MXQ	A	2W55	B	0.164058	86.156834
3MXQ	A	2W3S	H	0.164487	87.367042
3MXQ	A	2W54	H	0.164634	87.252507
3MXQ	A	1JRO	B	0.165106	87.183714
3MXQ	A	2W3S	B	0.165390	86.884981
3MXQ	A	3NRZ	L	0.165663	81.301906
3MXQ	A	3ETR	N	0.165701	80.833162
3MXQ	A	3NVZ	L	0.165846	81.326502
3MXQ	A	3NVY	L	0.165984	81.277303
3MXQ	A	3NVY	C	0.166113	80.752709
3MXQ	A	3NVW	L	0.166398	81.129526
3MXQ	A	3EUB	L	0.166578	80.882631
3MXQ	A	1JRO	F	0.166641	87.332697
3MXQ	A	1JRP	D	0.166703	87.137822
3MXQ	A	3NS1	C	0.166804	81.523003
3MXQ	A	4F3L	A	0.166861	29.410882
3MXQ	A	2W54	F	0.166995	87.857840
3MXQ	A	3B9J	C	0.167084	81.357237
3MXQ	A	2W3R	H	0.167176	87.068938
3MXQ	A	3NVZ	C	0.168191	80.894994
3MXQ	A	3NS1	L	0.168279	81.314205
3MXQ	A	1JRP	F	0.168327	86.619859
3MXQ	A	3EUB	C	0.168374	81.191133
3MXQ	A	3SR6	C	0.168514	81.006173
3MXQ	A	1JRO	H	0.168813	87.504286
3MXQ	A	2W54	D	0.169070	88.017044
3MXQ	A	3SR6	L	0.169112	81.018516
3MXQ	A	1JRP	H	0.169193	87.218117
3MXQ	A	3NVV	C	0.169249	80.696964
3MXQ	A	3NRZ	C	0.169250	81.037029
3MXQ	A	2W3R	B	0.169413	86.977008
3MXQ	A	3NVW	C	0.169434	81.061705
3MXQ	A	2W55	H	0.169456	87.595662
3MXQ	A	1FIQ	C	0.169513	80.324343
3MXQ	A	3ETR	C	0.169515	81.412530
3MXQ	A	3RTY	D	0.169725	27.946377
3MXQ	A	2W55	F	0.169901	87.045965
3MXQ	A	1JRP	B	0.170959	87.263967
3MXQ	A	3RTY	G	0.171198	27.730849
3MXQ	A	3RTY	A	0.172098	27.730849
3MXQ	A	3RTY	F	0.172650	24.839485
3MXQ	A	3B9J	K	0.172801	80.969130
3MXQ	A	3RTY	C	0.173742	25.039968
3MXQ	A	3RTY	B	0.175960	25.317978
3MXQ	A	2F8S	A	0.177529	79.000000
3MXQ	A	2I07	B	0.179684	102.235023
3MXQ	A	1YVU	A	0.180240	73.925638
3MXQ	A	1S7U	D	0.180458	29.240383
3MXQ	A	3RKW	A	0.180667	31.416556
3MXQ	A	3SJV	P	0.181400	31.208973
3MXQ	A	2F8T	A	0.181529	80.566743
3MXQ	A	2X6C	A	0.182117	28.319605
3MXQ	A	3RTY	E	0.182408	28.600699
3MXQ	A	2E1Q	B	0.182587	135.292276
3MXQ	A	2PO6	E	0.182592	30.116441
3MXQ	A	1M05	C	0.182740	31.112698
3MXQ	A	3RTY	H	0.182766	24.637370
3MXQ	A	2X4P	A	0.182859	28.178006
3MXQ	A	2CKJ	B	0.182926	131.125894
3MXQ	A	3AN1	B	0.183484	135.125867
3MXQ	A	2E1Q	A	0.183526	134.231144
3MXQ	A	3V7C	A	0.183628	31.575307
3MXQ	A	1JHT	A	0.183675	30.000000
3MXQ	A	2CKJ	C	0.183686	132.664992
3MXQ	A	2WIN	F	0.183849	98.747152
3MXQ	A	2NUB	A	0.183900	76.256147
3MXQ	A	4F7C	A	0.184125	30.033315
3MXQ	A	2IB9	D	0.184269	41.665333
3MXQ	A	2QQ2	H	0.184582	18.973666
3MXQ	A	3BZE	G	0.184628	28.565714
3MXQ	A	2WB7	A	0.184751	67.801180
3MXQ	A	1T3Q	E	0.184845	81.430952
3MXQ	A	2E3T	A	0.184859	133.176575
3MXQ	A	1S7U	J	0.184927	28.913665
3MXQ	A	3UNI	B	0.185001	130.908365
3MXQ	A	1WYG	A	0.185027	132.514150
3MXQ	A	3AMZ	A	0.185030	133.071409
3MXQ	A	2E1Q	D	0.185133	133.648793
3MXQ	A	3AMZ	B	0.185152	132.121157
3MXQ	A	3SJV	K	0.185226	31.432467
3MXQ	A	1MI5	A	0.185257	31.368774
3MXQ	A	1N5X	B	0.185283	131.799090
3MXQ	A	1N5X	A	0.185283	131.799090
3MXQ	A	3AM9	B	0.185354	133.484081
3MXQ	A	1FO4	A	0.185361	132.928552
3MXQ	B	3MXQ	B	0.000000	0.000000
3MXQ	B	3MXQ	A	0.102477	7.810250
3MXQ	B	3MXQ	C	0.103371	7.745967
3MXQ	B	3MXQ	D	0.116783	7.874008
3MXQ	B	2W3R	D	0.171470	87.189449
3MXQ	B	2WAD	A	0.172115	66.648331
3MXQ	B	3NVV	L	0.172800	81.847419
3MXQ	B	2NLK	A	0.173113	61.473572
3MXQ	B	3D2E	C	0.173860	91.049437
3MXQ	B	2W3S	D	0.174014	86.683332
3MXQ	B	4F3L	A	0.174107	30.099834
3MXQ	B	2WAD	C	0.174109	66.234432
3MXQ	B	2W3S	F	0.174325	89.677199
3MXQ	B	2W3R	F	0.174535	87.475711
3MXQ	B	2W54	B	0.174582	88.634079
3MXQ	B	1JRO	D	0.175243	87.863531
3MXQ	B	3EUB	4	0.175419	81.694553
3MXQ	B	2Y9J	p	0.175980	18.055470
3MXQ	B	2Y9J	q	0.175980	18.055470
3MXQ	B	2Y9J	r	0.175980	18.055470
3MXQ	B	2Y9J	g	0.175980	18.055470
3MXQ	B	2Y9J	Y	0.175980	18.055470
3MXQ	B	2Y9J	Z	0.175980	18.055470
3MXQ	B	2Y9J	a	0.175980	18.055470
3MXQ	B	2Y9J	b	0.175980	18.055470
3MXQ	B	2Y9J	c	0.175980	18.055470
3MXQ	B	2Y9J	d	0.175980	18.055470
3MXQ	B	2Y9J	e	0.175980	18.055470
3MXQ	B	2Y9J	f	0.175980	18.055470
3MXQ	B	2Y9J	h	0.175980	18.055470
3MXQ	B	2Y9J	i	0.175980	18.055470
3MXQ	B	2Y9J	j	0.175980	18.055470
3MXQ	B	2Y9J	k	0.175980	18.055470
3MXQ	B	2Y9J	l	0.175980	18.055470
3MXQ	B	2Y9J	m	0.175980	18.055470
3MXQ	B	2Y9J	n	0.175980	18.055470
